,nom,poste,équipe,championnat
867,Manu González,Goalkeeper,Real Betis Balompié,La Liga
868,Félix Martí,Defence,Real Betis Balompié,La Liga
869,Lucas Alcázar,Defence,Real Betis Balompié,La Liga
870,Jesús Rodríguez,Midfield,Real Betis Balompié,La Liga
871,Mateo Flores,Midfield,Real Betis Balompié,La Liga
872,Iker Losada,Offence,Real Betis Balompié,La Liga
873,Abdessamad Ezzalzouli,Offence,Real Betis Balompié,La Liga
874,Ezequiel Ávila,Offence,Real Betis Balompié,La Liga
875,Johnny,Defensive Midfield,Real Betis Balompié,La Liga
876,Pablo Fornals,Attacking Midfield,Real Betis Balompié,La Liga
877,Aitor Ruibal,Right Winger,Real Betis Balompié,La Liga
878,Bartra,Centre-Back,Real Betis Balompié,La Liga
879,Marc Roca,Defensive Midfield,Real Betis Balompié,La Liga
880,Cédric Bakambu,Centre-Forward,Real Betis Balompié,La Liga
881,Romain Perraud,Left-Back,Real Betis Balompié,La Liga
882,Héctor Bellerín,Right-Back,Real Betis Balompié,La Liga
883,Youssouf Sabaly,Right-Back,Real Betis Balompié,La Liga
884,William Carvalho,Defensive Midfield,Real Betis Balompié,La Liga
885,Giovani Lo Celso,Central Midfield,Real Betis Balompié,La Liga
886,Ricardo Rodriguez,Left-Back,Real Betis Balompié,La Liga
887,Isco,Attacking Midfield,Real Betis Balompié,La Liga
888,Diego Llorente,Centre-Back,Real Betis Balompié,La Liga
889,Juanmi,Left Winger,Real Betis Balompié,La Liga
890,Assane Diao,Right Winger,Real Betis Balompié,La Liga
891,Sergi Altimira,Central Midfield,Real Betis Balompié,La Liga
892,Nobel Mendy,Centre-Back,Real Betis Balompié,La Liga
893,Dani Perez,Attacking Midfield,Real Betis Balompié,La Liga
894,Vítor Roque,Centre-Forward,Real Betis Balompié,La Liga
895,Natan,Centre-Back,Real Betis Balompié,La Liga
896,Álex Remiro,Goalkeeper,Real Sociedad de Fútbol,La Liga
897,Unai Marrero,Goalkeeper,Real Sociedad de Fútbol,La Liga
898,Egoitz Arana,Goalkeeper,Real Sociedad de Fútbol,La Liga
899,Aitor Fraga,Goalkeeper,Real Sociedad de Fútbol,La Liga
900,Javi López,Defence,Real Sociedad de Fútbol,La Liga
901,Orri Oskarsson,Offence,Real Sociedad de Fútbol,La Liga
902,Jon Martín,Centre-Back,Real Sociedad de Fútbol,La Liga
903,Mikel Oyarzabal,Centre-Forward,Real Sociedad de Fútbol,La Liga
904,Pablo Marin,Attacking Midfield,Real Sociedad de Fútbol,La Liga
905,Jon Magunazelaia,Attacking Midfield,Real Sociedad de Fútbol,La Liga
906,Arsen Zakharyan,Attacking Midfield,Real Sociedad de Fútbol,La Liga
907,Jon Olasagasti,Central Midfield,Real Sociedad de Fútbol,La Liga
908,Beñat Turrientes,Central Midfield,Real Sociedad de Fútbol,La Liga
909,Urko González,Defensive Midfield,Real Sociedad de Fútbol,La Liga
910,Jon Pacheco,Centre-Back,Real Sociedad de Fútbol,La Liga
911,Jon Aramburu,Right-Back,Real Sociedad de Fútbol,La Liga
912,Martín Zubimendi,Defensive Midfield,Real Sociedad de Fútbol,La Liga
913,Ander Barrenetxea,Left Winger,Real Sociedad de Fútbol,La Liga
914,Aihen Muñoz,Left-Back,Real Sociedad de Fútbol,La Liga
915,Luka Sučić,Central Midfield,Real Sociedad de Fútbol,La Liga
916,Nayef Aguerd,Centre-Back,Real Sociedad de Fútbol,La Liga
917,Takefusa Kubo,Right Winger,Real Sociedad de Fútbol,La Liga
918,Brais Méndez,Attacking Midfield,Real Sociedad de Fútbol,La Liga
919,Hamari Traoré,Right-Back,Real Sociedad de Fútbol,La Liga
920,Umar Sadiq,Centre-Forward,Real Sociedad de Fútbol,La Liga
921,Sheraldo Becker,Centre-Forward,Real Sociedad de Fútbol,La Liga
922,Sergio Gómez,Right Winger,Real Sociedad de Fútbol,La Liga
923,Igor Zubeldía,Centre-Back,Real Sociedad de Fútbol,La Liga
924,Aritz Elustondo,Centre-Back,Real Sociedad de Fútbol,La Liga
925,Álvaro Odriozola,Right-Back,Real Sociedad de Fútbol,La Liga
926,Iker Álvarez,Goalkeeper,Villarreal CF,La Liga
927,Diego Conde,Goalkeeper,Villarreal CF,La Liga
928,Luiz Junior,Goalkeeper,Villarreal CF,La Liga
929,Alex Quevedo,Goalkeeper,Villarreal CF,La Liga
930,Arnau Solà,Defence,Villarreal CF,La Liga
931,Raúl Albiol,Defence,Villarreal CF,La Liga
932,Kiko Femenía,Defence,Villarreal CF,La Liga
933,Pau Navarro,Defence,Villarreal CF,La Liga
934,Santi Comesaña,Midfield,Villarreal CF,La Liga
935,Yeremy,Offence,Villarreal CF,La Liga
936,Karl Etta Eyong,Offence,Villarreal CF,La Liga
937,Álex Baena,Offence,Villarreal CF,La Liga
938,Pau Cabanes,Offence,Villarreal CF,La Liga
939,Thierno Barry,Centre-Forward,Villarreal CF,La Liga
940,RamónTerrats Espacio,Defensive Midfield,Villarreal CF,La Liga
941,Gerard Moreno,Centre-Forward,Villarreal CF,La Liga
942,Denís Suárez,Attacking Midfield,Villarreal CF,La Liga
943,Nicolas Pépé,Right Winger,Villarreal CF,La Liga
944,Juan Foyth,Right-Back,Villarreal CF,La Liga
945,Ayoze Pérez,Left Winger,Villarreal CF,La Liga
946,Eric Bailly,Centre-Back,Villarreal CF,La Liga
947,Dani Parejo,Central Midfield,Villarreal CF,La Liga
948,Logan Costa,Centre-Back,Villarreal CF,La Liga
949,Pape Gueye,Defensive Midfield,Villarreal CF,La Liga
950,Juan Bernat,Left-Back,Villarreal CF,La Liga
951,Alfonso Pedraza,Left-Back,Villarreal CF,La Liga
952,Willy Kambwala,Centre-Back,Villarreal CF,La Liga
953,Antonio Espigares,Centre-Back,Villarreal CF,La Liga
954,Dani Requena,Central Midfield,Villarreal CF,La Liga
955,Sergi Cardona,Left-Back,Villarreal CF,La Liga
956,Ilias Akhomach,Right Winger,Villarreal CF,La Liga
957,Jaume Doménech,Goalkeeper,Valencia CF,La Liga
958,Stole Dimitrievski,Goalkeeper,Valencia CF,La Liga
959,Giorgi Mamardashvili,Goalkeeper,Valencia CF,La Liga
960,Raúl Jiménez,Goalkeeper,Valencia CF,La Liga
961,Rodrigo Abajas,Defence,Valencia CF,La Liga
962,Álex Serradell,Defence,Valencia CF,La Liga
963,Iker Córdoba,Defence,Valencia CF,La Liga
964,Warren Madrigal,Offence,Valencia CF,La Liga
965,Thierry Correia,Right-Back,Valencia CF,La Liga
966,Hugo Guillamón,Defensive Midfield,Valencia CF,La Liga
967,Luis Rioja,Left Winger,Valencia CF,La Liga
968,André Almeida,Central Midfield,Valencia CF,La Liga
969,Pepelu,Defensive Midfield,Valencia CF,La Liga
970,Gaya,Left-Back,Valencia CF,La Liga
971,Samu Castillejo,Right Winger,Valencia CF,La Liga
972,Hugo Duro,Centre-Forward,Valencia CF,La Liga
973,Maximiliano Caufriez,Centre-Back,Valencia CF,La Liga
974,Dimitri Foulquier,Right-Back,Valencia CF,La Liga
975,Mouctar Diakhaby,Centre-Back,Valencia CF,La Liga
976,Sergi Canós,Right Winger,Valencia CF,La Liga
977,Rafael Mir,Centre-Forward,Valencia CF,La Liga
978,David Otorbi,Right Winger,Valencia CF,La Liga
979,Yarek Gasiorowski,Centre-Back,Valencia CF,La Liga
980,Martin Tejón,Attacking Midfield,Valencia CF,La Liga
981,Fran Perez,Right Winger,Valencia CF,La Liga
982,Diego López,Left Winger,Valencia CF,La Liga
983,Javier Guerra,Central Midfield,Valencia CF,La Liga
984,Cesar Tarrega,Centre-Back,Valencia CF,La Liga
985,Cristhian Mosquera,Centre-Back,Valencia CF,La Liga
986,Enzo Barrenechea,Defensive Midfield,Valencia CF,La Liga
987,Jesus Vazquez Alcalde,Left-Back,Valencia CF,La Liga
988,Germán Valera,Right Winger,Valencia CF,La Liga
989,Dani Gómez,Centre-Forward,Valencia CF,La Liga
990,André Ferreira,Goalkeeper,Real Valladolid CF,La Liga
991,Karl Jakob Hein,Goalkeeper,Real Valladolid CF,La Liga
992,Alvaro Aceves,Goalkeeper,Real Valladolid CF,La Liga
993,Arnau Rafús,Goalkeeper,Real Valladolid CF,La Liga
994,Koke,Defence,Real Valladolid CF,La Liga
995,Raúl Chasco,Defence,Real Valladolid CF,La Liga
996,Abdulay Bah,Midfield,Real Valladolid CF,La Liga
997,Latasa,Offence,Real Valladolid CF,La Liga
998,Chuki,Attacking Midfield,Real Valladolid CF,La Liga
999,Mario Maroto,Central Midfield,Real Valladolid CF,La Liga
1000,Mario Martin,Defensive Midfield,Real Valladolid CF,La Liga
1001,Lucas Rosa,Right-Back,Real Valladolid CF,La Liga
1002,David Torres,Centre-Back,Real Valladolid CF,La Liga
1003,Víctor Meseguer,Central Midfield,Real Valladolid CF,La Liga
1004,Raúl Moro,Left Winger,Real Valladolid CF,La Liga
1005,Cenk Özkacar,Centre-Back,Real Valladolid CF,La Liga
1006,Javi Sánchez,Centre-Back,Real Valladolid CF,La Liga
1007,Stanko Jurić,Defensive Midfield,Real Valladolid CF,La Liga
1008,Maranhão,Centre-Forward,Real Valladolid CF,La Liga
1009,Iván Sánchez Aguayo,Right Winger,Real Valladolid CF,La Liga
1010,Anuar Tuhami,Attacking Midfield,Real Valladolid CF,La Liga
1011,Cesar de la Hoz,Defensive Midfield,Real Valladolid CF,La Liga
1012,Kike Pérez,Central Midfield,Real Valladolid CF,La Liga
1013,Darwin Machís,Left Winger,Real Valladolid CF,La Liga
1014,Luis Pérez,Right-Back,Real Valladolid CF,La Liga
1015,Eray Cömert,Centre-Back,Real Valladolid CF,La Liga
1016,Selim Amallah,Attacking Midfield,Real Valladolid CF,La Liga
1017,Mamadou Sylla,Centre-Forward,Real Valladolid CF,La Liga
1018,Kenedy,Left Winger,Real Valladolid CF,La Liga
1019,Amath Ndiaye,Right Winger,Real Valladolid CF,La Liga
1020,Sivera,Goalkeeper,Deportivo Alavés,La Liga
1021,Jesús Owono,Goalkeeper,Deportivo Alavés,La Liga
1022,Adrian Rodriguez,Goalkeeper,Deportivo Alavés,La Liga
1023,Adrián Pica,Defence,Deportivo Alavés,La Liga
1024,Joan Jordán,Midfield,Deportivo Alavés,La Liga
1025,Stoichkov,Offence,Deportivo Alavés,La Liga
1026,Julen Lartitegi,Offence,Deportivo Alavés,La Liga
1027,Ander Sánchez,Attacking Midfield,Deportivo Alavés,La Liga
1028,Carlos Vicente,Right Winger,Deportivo Alavés,La Liga
1029,Santiago Mouriño,Centre-Back,Deportivo Alavés,La Liga
1030,Abde Rebbach,Left Winger,Deportivo Alavés,La Liga
1031,Tomas Mendes,Central Midfield,Deportivo Alavés,La Liga
1032,Carlos Martin,Centre-Forward,Deportivo Alavés,La Liga
1033,Eneko Ortiz,Left-Back,Deportivo Alavés,La Liga
1034,Antonio Blanco,Defensive Midfield,Deportivo Alavés,La Liga
1035,Hugo Novoa,Right-Back,Deportivo Alavés,La Liga
1036,Luka Romero,Right Winger,Deportivo Alavés,La Liga
1037,Moussa Diarra,Centre-Back,Deportivo Alavés,La Liga
1038,Manuel Sánchez,Left-Back,Deportivo Alavés,La Liga
1039,Abdelkabir Abqar,Centre-Back,Deportivo Alavés,La Liga
1040,Aleksandar Sedlar,Centre-Back,Deportivo Alavés,La Liga
1041,Nahuel Tenaglia,Right-Back,Deportivo Alavés,La Liga
1042,Tomás Conechny,Left Winger,Deportivo Alavés,La Liga
1043,Asier Villalibre,Centre-Forward,Deportivo Alavés,La Liga
1044,Kike García,Centre-Forward,Deportivo Alavés,La Liga
1045,Ander Guevara,Central Midfield,Deportivo Alavés,La Liga
1046,Jon Guridi,Central Midfield,Deportivo Alavés,La Liga
1047,Carlos Benavidez,Defensive Midfield,Deportivo Alavés,La Liga
1048,Toni Martínez,Centre-Forward,Deportivo Alavés,La Liga
1049,Jasper Cillessen,Goalkeeper,UD Las Palmas,La Liga
1050,Dinko Horkaš,Goalkeeper,UD Las Palmas,La Liga
1051,Álvaro Vallés Rosa,Goalkeeper,UD Las Palmas,La Liga
1052,Álvaro Killane,Goalkeeper,UD Las Palmas,La Liga
1053,Víctor Puig,Goalkeeper,UD Las Palmas,La Liga
1054,Juanma Herzog,Defence,UD Las Palmas,La Liga
1055,Marvin Olawale Akinlabi Park,Midfield,UD Las Palmas,La Liga
1056,Valentín Pezzolesi,Offence,UD Las Palmas,La Liga
1057,Fabio González,Central Midfield,UD Las Palmas,La Liga
1058,Benito Ramírez,Left Winger,UD Las Palmas,La Liga
1059,Pejiño,Left Winger,UD Las Palmas,La Liga
1060,Viti,Right-Back,UD Las Palmas,La Liga
1061,Mata,Centre-Forward,UD Las Palmas,La Liga
1062,Álex Muñoz,Centre-Back,UD Las Palmas,La Liga
1063,Javi Muñoz,Central Midfield,UD Las Palmas,La Liga
1064,Marc Cardona,Centre-Forward,UD Las Palmas,La Liga
1065,Sandro,Centre-Forward,UD Las Palmas,La Liga
1066,Adnan Januzaj,Right Winger,UD Las Palmas,La Liga
1067,Enzo Loiodice,Central Midfield,UD Las Palmas,La Liga
1068,Daley Sinkgraven,Left-Back,UD Las Palmas,La Liga
1069,Oliver McBurnie,Centre-Forward,UD Las Palmas,La Liga
1070,Iván Gil,Attacking Midfield,UD Las Palmas,La Liga
1071,Mika Marmol,Centre-Back,UD Las Palmas,La Liga
1072,José Campaña,Central Midfield,UD Las Palmas,La Liga
1073,Dario Essugo,Defensive Midfield,UD Las Palmas,La Liga
1074,Alberto Moleiro,Attacking Midfield,UD Las Palmas,La Liga
1075,Álex Suárez,Centre-Back,UD Las Palmas,La Liga
1076,Manuel Fuster,Left Winger,UD Las Palmas,La Liga
1077,Fábio Silva,Centre-Forward,UD Las Palmas,La Liga
1078,Kirian Rodríguez,Attacking Midfield,UD Las Palmas,La Liga
1079,Scott McKenna,Centre-Back,UD Las Palmas,La Liga
1080,Paulo Gazzaniga,Goalkeeper,Girona FC,La Liga
1081,Pau López,Goalkeeper,Girona FC,La Liga
1082,Juan Carlos,Goalkeeper,Girona FC,La Liga
1083,Raúl Martínez,Offence,Girona FC,La Liga
1084,Jhon Solis,Central Midfield,Girona FC,La Liga
1085,Gabriel Misehouy,Attacking Midfield,Girona FC,La Liga
1086,Yaser Asprilla,Right Winger,Girona FC,La Liga
1087,Arnau Martinez,Right-Back,Girona FC,La Liga
1088,Bojan Miovski,Centre-Forward,Girona FC,La Liga
1089,Miguel Gutiérrez,Left-Back,Girona FC,La Liga
1090,Alejandro Francés,Centre-Back,Girona FC,La Liga
1091,Iván Martín,Attacking Midfield,Girona FC,La Liga
1092,Bryan Gil,Left Winger,Girona FC,La Liga
1093,Yangel Herrera,Central Midfield,Girona FC,La Liga
1094,Ladislav Krejčí,Centre-Back,Girona FC,La Liga
1095,Portu,Right Winger,Girona FC,La Liga
1096,Juanpe,Centre-Back,Girona FC,La Liga
1097,David López,Centre-Back,Girona FC,La Liga
1098,Abel Ruiz,Centre-Forward,Girona FC,La Liga
1099,Viktor Tsyhankov,Right Winger,Girona FC,La Liga
1100,Arnaut Danjuma,Left Winger,Girona FC,La Liga
1101,Oriol Romeu,Defensive Midfield,Girona FC,La Liga
1102,Daley Blind,Centre-Back,Girona FC,La Liga
1103,Donny van de Beek,Central Midfield,Girona FC,La Liga
1104,Cristhian Stuani,Centre-Forward,Girona FC,La Liga
1105,Vicente Guaita,Goalkeeper,RC Celta de Vigo,La Liga
1106,Iván Villar,Goalkeeper,RC Celta de Vigo,La Liga
1107,Cesar Fernandez,Goalkeeper,RC Celta de Vigo,La Liga
1108,Marc Vidal,Goalkeeper,RC Celta de Vigo,La Liga
1109,Javi Rodríguez,Right-Back,RC Celta de Vigo,La Liga
1110,Pablo Duran,Centre-Forward,RC Celta de Vigo,La Liga
1111,Damian Rodriguez,Defensive Midfield,RC Celta de Vigo,La Liga
1112,Hugo Alvarez,Left Winger,RC Celta de Vigo,La Liga
1113,Williot Swedberg,Attacking Midfield,RC Celta de Vigo,La Liga
1114,Hugo Sotelo,Central Midfield,RC Celta de Vigo,La Liga
1115,Tadeo Allende,Right Winger,RC Celta de Vigo,La Liga
1116,Carlos Dominguez,Centre-Back,RC Celta de Vigo,La Liga
1117,Ilaix Moriba,Central Midfield,RC Celta de Vigo,La Liga
1118,Óscar Mingueza,Right-Back,RC Celta de Vigo,La Liga
1119,Sergio Carreira,Right-Back,RC Celta de Vigo,La Liga
1120,Mihajlo Ristić,Left-Back,RC Celta de Vigo,La Liga
1121,Anastasios Douvikas,Centre-Forward,RC Celta de Vigo,La Liga
1122,Alfonso González,Left Winger,RC Celta de Vigo,La Liga
1123,Fran Beltrán,Central Midfield,RC Celta de Vigo,La Liga
1124,Borja Iglesias,Centre-Forward,RC Celta de Vigo,La Liga
1125,Carl Starfelt,Centre-Back,RC Celta de Vigo,La Liga
1126,Franco Cervi,Left Winger,RC Celta de Vigo,La Liga
1127,Joseph Aidoo,Centre-Back,RC Celta de Vigo,La Liga
1128,Jonathan Bamba,Left Winger,RC Celta de Vigo,La Liga
1129,Javier Manquillo,Right-Back,RC Celta de Vigo,La Liga
1130,Luca de la Torre,Central Midfield,RC Celta de Vigo,La Liga
1131,Iago Aspas,Centre-Forward,RC Celta de Vigo,La Liga
1132,Marcos Alonso,Left-Back,RC Celta de Vigo,La Liga
1133,Jailson,Defensive Midfield,RC Celta de Vigo,La Liga
1134,Ørjan Nyland,Goalkeeper,Sevilla FC,La Liga
1135,Álvaro Fernández,Goalkeeper,Sevilla FC,La Liga
1136,Alberto Flores,Goalkeeper,Sevilla FC,La Liga
1137,Matias Arbol,Goalkeeper,Sevilla FC,La Liga
1138,Adrià Pedrosa,Defence,Sevilla FC,La Liga
1139,Manuel Bueno,Midfield,Sevilla FC,La Liga
1140,Pablo Rivera,Midfield,Sevilla FC,La Liga
1141,Peque,Offence,Sevilla FC,La Liga
1142,Mateo Mejía,Offence,Sevilla FC,La Liga
1143,Loïc Bade,Centre-Back,Sevilla FC,La Liga
1144,Nianzou Kouassi,Centre-Back,Sevilla FC,La Liga
1145,Lucien Agoume,Defensive Midfield,Sevilla FC,La Liga
1146,Marcão,Centre-Back,Sevilla FC,La Liga
1147,Chidera Ejuke,Left Winger,Sevilla FC,La Liga
1148,Nemanja Gudelj,Centre-Back,Sevilla FC,La Liga
1149,Djibril Sow,Central Midfield,Sevilla FC,La Liga
1150,Gonzalo Montiel,Right-Back,Sevilla FC,La Liga
1151,Albert Sambi Lokonga,Central Midfield,Sevilla FC,La Liga
1152,Dodi Lukebakio,Right Winger,Sevilla FC,La Liga
1153,Kelechi Iheanacho,Centre-Forward,Sevilla FC,La Liga
1154,Suso,Right Winger,Sevilla FC,La Liga
1155,Saúl,Central Midfield,Sevilla FC,La Liga
1156,Jesús Navas,Right-Back,Sevilla FC,La Liga
1157,Alberto Collado,Central Midfield,Sevilla FC,La Liga
1158,Stanis Idumbo-Muzambo,Attacking Midfield,Sevilla FC,La Liga
1159,Isaac,Centre-Forward,Sevilla FC,La Liga
1160,Pedro Ortiz,Central Midfield,Sevilla FC,La Liga
1161,Juanlu,Right-Back,Sevilla FC,La Liga
1162,Kike Salas,Centre-Back,Sevilla FC,La Liga
1163,Jose Angel Carmona,Right-Back,Sevilla FC,La Liga
1164,Valentin Barco,Left-Back,Sevilla FC,La Liga
1165,Marko Dmitrović,Goalkeeper,CD Leganés,La Liga
1166,Juan Soriano,Goalkeeper,CD Leganés,La Liga
1167,Álvaro Abajas,Goalkeeper,CD Leganés,La Liga
1168,Javi Hernández,Defence,CD Leganés,La Liga
1169,Sergio Gónzalez,Defence,CD Leganés,La Liga
1170,Joao Urbáez,Defence,CD Leganés,La Liga
1171,Álex Masogo,Midfield,CD Leganés,La Liga
1172,Diego García,Centre-Forward,CD Leganés,La Liga
1173,Adrià Altimira,Right-Back,CD Leganés,La Liga
1174,Seydouba Cisse,Central Midfield,CD Leganés,La Liga
1175,Naim Garcia,Right Winger,CD Leganés,La Liga
1176,Enric Franquesa,Left-Back,CD Leganés,La Liga
1177,Jackson Porozo,Centre-Back,CD Leganés,La Liga
1178,Yvan Neyou,Defensive Midfield,CD Leganés,La Liga
1179,Roberto López,Attacking Midfield,CD Leganés,La Liga
1180,Miguel,Centre-Forward,CD Leganés,La Liga
1181,Darko Brašanac,Central Midfield,CD Leganés,La Liga
1182,Munir El Haddadi,Right Winger,CD Leganés,La Liga
1183,Dani Raba,Right Winger,CD Leganés,La Liga
1184,Juan Cruz,Right Winger,CD Leganés,La Liga
1185,Jorge Sáenz,Centre-Back,CD Leganés,La Liga
1186,Julián Chicco,Defensive Midfield,CD Leganés,La Liga
1187,Valentin Rosier,Right-Back,CD Leganés,La Liga
1188,Sébastien Haller,Centre-Forward,CD Leganés,La Liga
1189,Óscar,Attacking Midfield,CD Leganés,La Liga
1190,Renato Tapia,Defensive Midfield,CD Leganés,La Liga
1191,Matija Nastasić,Centre-Back,CD Leganés,La Liga
1192,Marco Sportiello,Goalkeeper,AC Milan,Serie A
1193,Mike Maignan,Goalkeeper,AC Milan,Serie A
1194,Lapo Nava,Goalkeeper,AC Milan,Serie A
1195,Noah Raveyre,Goalkeeper,AC Milan,Serie A
1196,Lorenzo Torriani,Goalkeeper,AC Milan,Serie A
1197,Andrei Coubis,Defence,AC Milan,Serie A
1198,Andrea Bozzolan,Defence,AC Milan,Serie A
1199,Antonio Gala,Midfield,AC Milan,Serie A
1200,Hugo Cuenca,Midfield,AC Milan,Serie A
1201,Bob Murphy Omoregbe,Offence,AC Milan,Serie A
1202,Nicolò Turco,Offence,AC Milan,Serie A
1203,Samuel Chukwueze,Right Winger,AC Milan,Serie A
1204,Noah Okafor,Left Winger,AC Milan,Serie A
1205,Rafael Leão,Left Winger,AC Milan,Serie A
1206,Fikayo Tomori,Centre-Back,AC Milan,Serie A
1207,Fodé Ballo-Touré,Left-Back,AC Milan,Serie A
1208,Ruben Loftus-Cheek,Central Midfield,AC Milan,Serie A
1209,Tammy Abraham,Centre-Forward,AC Milan,Serie A
1210,Álvaro Morata,Centre-Forward,AC Milan,Serie A
1211,Tijjani Reijnders,Central Midfield,AC Milan,Serie A
1212,Luka Jović,Centre-Forward,AC Milan,Serie A
1213,Divock Origi,Centre-Forward,AC Milan,Serie A
1214,Ismael Bennacer,Defensive Midfield,AC Milan,Serie A
1215,Alessandro Florenzi,Right-Back,AC Milan,Serie A
1216,Matteo Gabbia,Centre-Back,AC Milan,Serie A
1217,Davide Calabria,Right-Back,AC Milan,Serie A
1218,Emerson Royal,Right-Back,AC Milan,Serie A
1219,Christian Pulisic,Right Winger,AC Milan,Serie A
1220,Theo Hernández,Left-Back,AC Milan,Serie A
1221,Diego Sia,Left Winger,AC Milan,Serie A
1222,Victor Eletu,Defensive Midfield,AC Milan,Serie A
1223,Francesco Camarda,Centre-Forward,AC Milan,Serie A
1224,Álex Jiménez,Left-Back,AC Milan,Serie A
1225,Kevin Zeroli,Central Midfield,AC Milan,Serie A
1226,Davide Bartesaghi,Left-Back,AC Milan,Serie A
1227,Chaka Traorè,Left Winger,AC Milan,Serie A
1228,Yunus Musah,Central Midfield,AC Milan,Serie A
1229,Filippo Terracciano,Right-Back,AC Milan,Serie A
1230,Malick Thiaw,Centre-Back,AC Milan,Serie A
1231,Strahinja Pavlović,Centre-Back,AC Milan,Serie A
1232,Youssouf Fofana,Defensive Midfield,AC Milan,Serie A
1233,Pietro Terracciano,Goalkeeper,ACF Fiorentina,Serie A
1234,David De Gea,Goalkeeper,ACF Fiorentina,Serie A
1235,Oliver Christensen,Goalkeeper,ACF Fiorentina,Serie A
1236,Tommaso Martinelli,Goalkeeper,ACF Fiorentina,Serie A
1237,Tommaso Vannucchi,Goalkeeper,ACF Fiorentina,Serie A
1238,Gabriele Ferrarini,Defence,ACF Fiorentina,Serie A
1239,Leonardo Baroncelli,Defence,ACF Fiorentina,Serie A
1240,Eddy Kouadio,Defence,ACF Fiorentina,Serie A
1241,Vittorio Agostinelli,Midfield,ACF Fiorentina,Serie A
1242,Albert Guðmundsson,Offence,ACF Fiorentina,Serie A
1243,Filippo Guidobaldi,Offence,ACF Fiorentina,Serie A
1244,Dodô,Right-Back,ACF Fiorentina,Serie A
1245,Marin Pongračić,Centre-Back,ACF Fiorentina,Serie A
1246,Yacine Adli,Defensive Midfield,ACF Fiorentina,Serie A
1247,Jonathan Ikoné,Right Winger,ACF Fiorentina,Serie A
1248,Christian Kouamé,Left Winger,ACF Fiorentina,Serie A
1249,Danilo Cataldi,Defensive Midfield,ACF Fiorentina,Serie A
1250,Rolando Mandragora,Defensive Midfield,ACF Fiorentina,Serie A
1251,Moise Kean,Centre-Forward,ACF Fiorentina,Serie A
1252,Andrea Colpani,Attacking Midfield,ACF Fiorentina,Serie A
1253,Robin Gosens,Left Midfield,ACF Fiorentina,Serie A
1254,Riccardo Sottil,Left Winger,ACF Fiorentina,Serie A
1255,Luca Ranieri,Centre-Back,ACF Fiorentina,Serie A
1256,Cristiano Biraghi,Left-Back,ACF Fiorentina,Serie A
1257,Pietro Comuzzo,Centre-Back,ACF Fiorentina,Serie A
1258,Matias Moreno,Centre-Back,ACF Fiorentina,Serie A
1259,Michael Kayode,Right-Back,ACF Fiorentina,Serie A
1260,Lucas Martínez Quarta,Centre-Back,ACF Fiorentina,Serie A
1261,Amir Richardson,Central Midfield,ACF Fiorentina,Serie A
1262,Edoardo Bove,Central Midfield,ACF Fiorentina,Serie A
1263,Fabiano Parisi,Left-Back,ACF Fiorentina,Serie A
1264,Lucas Beltrán,Centre-Forward,ACF Fiorentina,Serie A
1265,Maty Ryan,Goalkeeper,AS Roma,Serie A
1266,Mile Svilar,Goalkeeper,AS Roma,Serie A
1267,Renato Marin,Goalkeeper,AS Roma,Serie A
1268,Buba,Defence,AS Roma,Serie A
1269,Federico Nardin,Defence,AS Roma,Serie A
1270,Paulo Dybala,Offence,AS Roma,Serie A
1271,Mattia Mannini,Right-Back,AS Roma,Serie A
1272,Niccolo Pisilli,Central Midfield,AS Roma,Serie A
1273,Samuel Dahl,Left-Back,AS Roma,Serie A
1274,Matias Soule,Right Winger,AS Roma,Serie A
1275,Tommaso Baldanzi,Attacking Midfield,AS Roma,Serie A
1276,Nicola Zalewski,Left Midfield,AS Roma,Serie A
1277,Saud Abdulhamid,Right-Back,AS Roma,Serie A
1278,Kouadio Koné,Central Midfield,AS Roma,Serie A
1279,Enzo Le Fée,Central Midfield,AS Roma,Serie A
1280,Eldor Shomurodov,Centre-Forward,AS Roma,Serie A
1281,Mario Hermoso,Centre-Back,AS Roma,Serie A
1282,Zeki Çelik,Right-Back,AS Roma,Serie A
1283,Artem Dovbyk,Centre-Forward,AS Roma,Serie A
1284,Alexis Saelemaekers,Right Winger,AS Roma,Serie A
1285,Angeliño,Left-Back,AS Roma,Serie A
1286,Leandro Paredes,Defensive Midfield,AS Roma,Serie A
1287,Bryan Cristante,Defensive Midfield,AS Roma,Serie A
1288,Gianluca Mancini,Centre-Back,AS Roma,Serie A
1289,Stephan El Shaarawy,Left Winger,AS Roma,Serie A
1290,Lorenzo Pellegrini,Attacking Midfield,AS Roma,Serie A
1291,Evan N'Dicka,Centre-Back,AS Roma,Serie A
1292,Mats Hummels,Centre-Back,AS Roma,Serie A
1293,Francesco Rossi,Goalkeeper,Atalanta BC,Serie A
1294,Rui Patrício,Goalkeeper,Atalanta BC,Serie A
1295,Marco Carnesecchi,Goalkeeper,Atalanta BC,Serie A
1296,Lorenzo Bernasconi,Defence,Atalanta BC,Serie A
1297,Pietro Tornaghi,Defence,Atalanta BC,Serie A
1298,Éderson,Midfield,Atalanta BC,Serie A
1299,Federico Cassa,Midfield,Atalanta BC,Serie A
1300,Lorenzo Riccio,Midfield,Atalanta BC,Serie A
1301,Ademola Lookman,Offence,Atalanta BC,Serie A
